,Название стратерии,Единица,Текст цикла ПредупрТОРО,КраткНазвЦикла,Цикл,код_цикла,strategy_str_counter
1349,МТЧ РО500-Р216000,МТЧ,ТР1 рабочего оборудования,РО,500,2-0276РО,2-0276_strРО
1350,МТЧ РО500-Р216000,МТЧ,ТР2 рабочего оборудования,Р2,16000,2-0276Р2,2-0276_strР2
1351,МТЧ 852400,МТЧ,ТР ходовой части,85,2400,2-027785,2-0277_str85
1352,МТЧ РО500-Р28000,МТЧ,ТР1 рабочего оборудования,РО,500,2-0278РО,2-0278_strРО
1353,МТЧ РО500-Р28000,МТЧ,ТР2 рабочего оборудования,Р2,8000,2-0278Р2,2-0278_strР2
1354,МТЧ ЗС5000,МТЧ,Замена колеса,ЗС,5000,2-0279ЗС,2-0279_strЗС
1355,МТЧ 858000,МТЧ,ТР ходовой части,85,8000,2-028085,2-0280_str85
1356,МТЧ 828000,МТЧ,ТР трансмиссии,82,8000,2-028182,2-0281_str82
1357,МТЧ О1600-О22400-О34800,МТЧ,Техническое обслуживание 1,О1,600,2-0282О1,2-0282_strО1
1358,МТЧ О1600-О22400-О34800,МТЧ,Техническое обслуживание 2,О2,2400,2-0282О2,2-0282_strО2
1359,МТЧ О1600-О22400-О34800,МТЧ,Техническое обслуживание 3,О3,4800,2-0282О3,2-0282_strО3
1360,МТЧ ТП9600,МТЧ,ТР пневмосистемы,ТП,9600,2-0283ТП,2-0283_strТП
1361,МТЧ Р09600,МТЧ,ТР рабочего оборудования,Р0,9600,2-0284Р0,2-0284_strР0
1362,МТЧ 8214000-ЗК20000,МТЧ,ТР трансмиссии,82,14000,2-028582,2-0285_str82
1363,МТЧ 8214000-ЗК20000,МТЧ,Замена коробки передач,ЗК,20000,2-0285ЗК,2-0285_strЗК
1364,КМ ЗС100000,КМ,Замена колеса,ЗС,100000,2-0286ЗС,2-0286_strЗС
1365,МТЧ О1300-О2-О3-О4-О54800,МТЧ,Техническое обслуживание 1,О1,300,2-0287О1,2-0287_strО1
1366,МТЧ О1300-О2-О3-О4-О54800,МТЧ,Техническое обслуживание 2,О2,600,2-0287О2,2-0287_strО2
1367,МТЧ О1300-О2-О3-О4-О54800,МТЧ,Техническое обслуживание 3,О3,1200,2-0287О3,2-0287_strО3
1368,МТЧ О1300-О2-О3-О4-О54800,МТЧ,Техническое обслуживание 4,О4,2400,2-0287О4,2-0287_strО4
1369,МТЧ О1300-О2-О3-О4-О54800,МТЧ,Техническое обслуживание 5,О5,4800,2-0287О5,2-0287_strО5
1370,МТЧ ТР4000-ТР8000,МТЧ,Текущий ремонт 1,Т1,4000,2-0288Т1,2-0288_strТ1
1371,МТЧ ТР4000-ТР8000,МТЧ,Текущий ремонт 2,Т2,8000,2-0288Т2,2-0288_strТ2
1372,МТЧ ТР8000,МТЧ,Текущий ремонт,Т,8000,2-0289Т,2-0289_strТ
1373,МТЧ ТР10000,МТЧ,Текущий ремонт,Т,10000,2-0290Т,2-0290_strТ
1374,МТЧ ТО500-ТО2000-ТО4000,МТЧ,Техническое обслуживание 1,О1,500,2-0291О1,2-0291_strО1
1375,МТЧ ТО500-ТО2000-ТО4000,МТЧ,Техническое обслуживание 2,О2,2000,2-0291О2,2-0291_strО2
1376,МТЧ ТО500-ТО2000-ТО4000,МТЧ,Техническое обслуживание 3,О3,4000,2-0291О3,2-0291_strО3
1377,МТЧ КР10000,МТЧ,Капитальный ремонт,КР,10000,2-0292КР,2-0292_strКР
1378,МТЧ КР12000,МТЧ,Капитальный ремонт,КР,12000,2-0293КР,2-0293_strКР
1379,МТЧ ТО600-ТО2400-ТО4800,МТЧ,Техническое обслуживание 1,О1,600,2-0294О1,2-0294_strО1
1380,МТЧ ТО600-ТО2400-ТО4800,МТЧ,Техническое обслуживание 2,О2,2400,2-0294О2,2-0294_strО2
1381,МТЧ ТО600-ТО2400-ТО4800,МТЧ,Техническое обслуживание 3,О3,4800,2-0294О3,2-0294_strО3
1382,МТЧ ТР9600,МТЧ,Текущий ремонт,ТР,9600,2-0295ТР,2-0295_strТР
1383,МТЧ250-500-1000-1500-2000-4000,МТЧ,Техническое обслуживание 1,О1,250,2-0296О1,2-0296_strО1
1384,МТЧ250-500-1000-1500-2000-4000,МТЧ,Техническое обслуживание 2,О2,500,2-0296О2,2-0296_strО2
1385,МТЧ250-500-1000-1500-2000-4000,МТЧ,Техническое обслуживание 3,О3,1000,2-0296О3,2-0296_strО3
1386,МТЧ250-500-1000-1500-2000-4000,МТЧ,Техническое обслуживание 4,О4,1500,2-0296О4,2-0296_strО4
1387,МТЧ250-500-1000-1500-2000-4000,МТЧ,Техническое обслуживание 5,О5,2000,2-0296О5,2-0296_strО5
1388,МТЧ250-500-1000-1500-2000-4000,МТЧ,Техническое обслуживание 6,О6,4000,2-0296О6,2-0296_strО6
1389,МТЧ ТР4000,МТЧ,Текущий ремонт,Т,4000,2-0297Т,2-0297_strТ
1390,МТЧ ТР8000 ЗМН23000,МТЧ,Текущий ремонт,Т,8000,2-0298Т,2-0298_strТ
1391,МТЧ ТР8000 ЗМН23000,МТЧ,Замена двигателя,ЗД,23000,2-0298ЗД,2-0298_strЗД
1392,КМ ЗС80000,КМ,Замена колес,ЗС,80000,2-0299ЗС,2-0299_strЗС
1393,КМ ЗС10500,КМ,Замена колес,ЗС,10500,2-0300ЗС,2-0300_strЗС
1394,КР КМ 120000,КМ,КР ДВС,КР,120000,2-0301КР,2-0301_strКР
1395,КР КМ 700000,КМ,КР ДВС,КР,700000,2-0302КР,2-0302_strКР
1396,ТО 21600 КР 300000,КМ,ТО,ТО,21600,2-0303ТО,2-0303_strТО
1397,ТО 21600 КР 300000,КМ,КР ДВС,КР,300000,2-0303КР,2-0303_strКР
1398,КР285000,КМ,КР,КР,285000,2-0304КР,2-0304_strКР
1399,КР850000,КМ,КР,КР,850000,2-0305КР,2-0305_strКР
1400,КР 150000 КМ,КМ,КР ДВС,КР,150000,2-0306КР,2-0306_strКР
1401,КР 105000 КМ,КМ,КР ДВС,КР,105000,2-0307КР,2-0307_strКР
1402,КР 125000 КМ,КМ,КР ДВС,КР,125000,2-0308КР,2-0308_strКР
1403,КР КМ 70000,КМ,КР,КР,70000,2-0309КР,2-0309_strКР
1404,О1250-О2500-О31000-О4250-О5500,МТЧ,ТО1,О1,250,2-0310О1,2-0310_strО1
1405,О1250-О2500-О31000-О4250-О5500,МТЧ,ТО2,О2,500,2-0310О2,2-0310_strО2
1406,О1250-О2500-О31000-О4250-О5500,МТЧ,ТО3,О3,1500,2-0310О3,2-0310_strО3
1407,О1250-О2500-О31000-О4250-О5500,МТЧ,1ТО1,О1,250,2-0310О1,2-0310_strО1
1408,О1250-О2500-О31000-О4250-О5500,МТЧ,1ТО2,О2,500,2-0310О2,2-0310_strО2
1409,О1250-О2500-О31000-О4250-О5500,МТЧ,1ТО3,О3,1000,2-0310О3,2-0310_strО3
1410,О1150-О2600-О31500-О4100-О5500,МТЧ,ТО1,О1,150,2-0311О1,2-0311_strО1
1411,О1150-О2600-О31500-О4100-О5500,МТЧ,ТО2,О2,600,2-0311О2,2-0311_strО2
1412,О1150-О2600-О31500-О4100-О5500,МТЧ,ТО3,О3,1500,2-0311О3,2-0311_strО3
1413,О1150-О2600-О31500-О4100-О5500,МТЧ,1ТО1,О1,100,2-0311О1,2-0311_strО1
1414,О1150-О2600-О31500-О4100-О5500,МТЧ,1ТО2,О2,500,2-0311О2,2-0311_strО2
1415,О1150-О2600-О31500-О4100-О5500,МТЧ,1ТО3,О3,1000,2-0311О3,2-0311_strО3
1416,О1150-О2600-О31500-О4100-О5500,МТЧ,ЗД ДВС,КР,150000,2-0311КР,2-0311_strКР
1417,МТЧ 7012000-ЗД20000(25000),МТЧ,ТР двигателя,70,12000,2-031270,2-0312_str70
1418,МТЧ 7012000-ЗД20000(25000),МТЧ,Замена двигателя,ЗД,20000,2-0312ЗД,2-0312_strЗД
1419,МТЧ ЗК20000(35000),МТЧ,Замена коробки передач,ЗК,20000,2-0313ЗК,2-0313_strЗК
1420,МТЧ ЗГ30000-0830000,МТЧ,Замена гидротрансформатора,ЗГ,30000,2-0314ЗГ,2-0314_strЗГ
1421,МТЧ ЗГ30000-0830000,МТЧ,КР гидротрансформатора,8,30000,2-031408,2-0314_str8
1422,МТЧ 0720000,МТЧ,КР гидросистемы,7,20000,2-031507,2-0315_str7
1423,МТЧ О1360-О2720-ТР2160,МТЧ,Техническое обслуживание 1,О1,360,2-0316О1,2-0316_strО1
1424,МТЧ О1360-О2720-ТР2160,МТЧ,Техническое обслуживание 2,О2,720,2-0316О2,2-0316_strО2
1425,МТЧ О1360-О2720-ТР2160,МТЧ,Текущий ремонт,ТР,2160,2-0316ТР,2-0316_strТР
1426,МТЧ ПП 2-18-90,МТЧ,Техническое обслуживание 1,О1,720,2-0317О1,2-0317_strО1
1427,МТЧ ПП 2-18-90,МТЧ,Техническое обслуживание 2,О2,2160,2-0317О2,2-0317_strО2
1428,МТЧ ПП 2-18-90,МТЧ,Текущий ремонт 1,Т1,4320,2-0317Т1,2-0317_strТ1
1429,МТЧ ПП 2-18-90,МТЧ,Текущий ремонт 2,Т2,8640,2-0317Т2,2-0317_strТ2
1430,МТЧ ПП 2-18-90,МТЧ,Текущий ремонт 3,Т3,17280,2-0317Т3,2-0317_strТ3
1431,МТЧ ПП 2-18-90,МТЧ,Текущий ремонт 4,Т4,34560,2-0317Т4,2-0317_strТ4
1432,МТЧ ПП 2-18-90,МТЧ,Текущий ремонт 5,Т5,51840,2-0317Т5,2-0317_strТ5
1433,МТЧ ПП 2-18-90,МТЧ,Текущий ремонт 6,Т6,69120,2-0317Т6,2-0317_strТ6
1434,МТЧ О1360-О2720-ТР5760,МТЧ,Техническое обслуживание 1,О1,360,2-0318О1,2-0318_strО1
1435,МТЧ О1360-О2720-ТР5760,МТЧ,Техническое обслуживание 2,О2,720,2-0318О2,2-0318_strО2
1436,МТЧ О1360-О2720-ТР5760,МТЧ,Текущий ремонт,ТР,5760,2-0318ТР,2-0318_strТР
1437,МТЧ ТО2160-ТР4320,МТЧ,Техническое обслуживание,ТО,2160,2-0319ТО,2-0319_strТО
1438,МТЧ ТО2160-ТР4320,МТЧ,Текущий ремонт,ТР,4320,2-0319ТР,2-0319_strТР
1439,МТЧ 858000(4800)-348000,МТЧ,ТР ходовой части,85,8000,2-032085,2-0320_str85
1440,МТЧ 858000(4800)-348000,МТЧ,КР ходовой части,34,8000,2-032034,2-0320_str34
1441,МТЧ 6915000-0715000(9600),МТЧ,ТР гидросистемы,69,9600,2-032169,2-0321_str69
1442,МТЧ 6915000-0715000(9600),МТЧ,КР гидросистемы,7,15000,2-032107,2-0321_str7
1443,МТЧ 8222000(9600)-3222000,МТЧ,ТР трансмиссии,82,9600,2-032282,2-0322_str82
1444,МТЧ 8222000(9600)-3222000,МТЧ,КР трансмиссии,32,19200,2-032232,2-0322_str32
1445,МТЧ 6915000(9600)-0715000,МТЧ,ТР гидросистемы,69,9600,2-032369,2-0323_str69
1446,МТЧ 6915000(9600)-0715000,МТЧ,КР гидросистемы,7,15000,2-032307,2-0323_str7
1447,МТЧ 6915000(8000)-0715000,МТЧ,ТР гидросистемы,69,15000,2-032469,2-0324_str69
1448,МТЧ 6915000(8000)-0715000,МТЧ,КР гидросистемы,7,15000,2-032407,2-0324_str7
1449,МТЧ 7020000(8000)-ЗД20000,МТЧ,ТР двигателя,70,8000,2-032570,2-0325_str70
1450,МТЧ 7020000(8000)-ЗД20000,МТЧ,Замена двигателя,ЗД,20000,2-0325ЗД,2-0325_strЗД
1451,"МТЧ ММПС 7,0х5,2 О1-Т1-О2-Т2",МТЧ,Техническое обслуживание 1,О1,360,2-0326О1,2-0326_strО1
1452,"МТЧ ММПС 7,0х5,2 О1-Т1-О2-Т2",МТЧ,Текущий ремонт 1,Т1,5400,2-0326Т1,2-0326_strТ1
1453,"МТЧ ММПС 7,0х5,2 О1-Т1-О2-Т2",МТЧ,Текущий ремонт 2,Т2,10800,2-0326Т2,2-0326_strТ2
1454,"МТЧ ММПС 7,0х5,2 О1-Т1-О2-Т2",МТЧ,Техническое обслуживание 2,О2,720,2-0326О2,2-0326_strО2
1455,МТЧ 6918000(8000)-0718000,МТЧ,ТР гидросистемы,69,8000,2-032769,2-0327_str69
1456,МТЧ 6918000(8000)-0718000,МТЧ,КР гидросистемы,7,16000,2-032707,2-0327_str7
1457,МТЧ 708000(8000)-ЗД18000,МТЧ,ТР двигателя,70,8000,2-032870,2-0328_str70
1458,МТЧ 708000(8000)-ЗД18000,МТЧ,Замена двигателя,ЗД,18000,2-0328ЗД,2-0328_strЗД
1459,МТЧ Р015000(8000)-КО15000,МТЧ,ТР рабочего оборудования,Р0,8000,2-0329Р0,2-0329_strР0
1460,МТЧ Р015000(8000)-КО15000,МТЧ,КР рабочего оборудования,КО,16000,2-0329КО,2-0329_strКО
1461,МТЧ ТП18000(8000)-2218000,МТЧ,ТР пневмосистемы,ТП,8000,2-0330ТП,2-0330_strТП
1462,МТЧ ТП18000(8000)-2218000,МТЧ,КР компрессоров,22,16000,2-033022,2-0330_str22
1463,МТЧ 708000(8000)-ЗД20000,МТЧ,ТР двигателя,70,8000,2-033170,2-0331_str70
1464,МТЧ 708000(8000)-ЗД20000,МТЧ,Замена двигателя,ЗД,20000,2-0331ЗД,2-0331_strЗД
1465,МТЧ 8220000(8000)-3220000,МТЧ,ТР трансмиссии,82,20000,2-033282,2-0332_str82
1466,МТЧ 8220000(8000)-3220000,МТЧ,КР трансмиссии,32,20000,2-033232,2-0332_str32
1467,МТЧ 6916000(8000)-0716000,МТЧ,ТР гидросистемы,69,8000,2-033369,2-0333_str69
1468,МТЧ 6916000(8000)-0716000,МТЧ,КР гидросистемы,7,16000,2-033307,2-0333_str7
1469,МТЧ 3225000,МТЧ,КР трансмиссии,32,25000,2-033432,2-0334_str32
1470,МТЧ 8212000(12000)-ЗК20000,МТЧ,ТР трансмиссии,82,12000,2-033582,2-0335_str82
1471,МТЧ 8212000(12000)-ЗК20000,МТЧ,Замена коробки передач,ЗК,20000,2-0335ЗК,2-0335_strЗК
1472,МТЧ 6920000(12000)-0720000,МТЧ,ТР гидросистемы,69,12000,2-033669,2-0336_str69
1473,МТЧ 6920000(12000)-0720000,МТЧ,КР гидросистемы,7,24000,2-033607,2-0336_str7
1474,МТЧ 0820000,МТЧ,КР гидротрансформатора,8,20000,2-033708,2-0337_str8
1475,МТЧ Р08000-КО15000,МТЧ,ТР рабочего оборудования,Р0,8000,2-0338Р0,2-0338_strР0
1476,МТЧ Р08000-КО15000,МТЧ,КР рабочего оборудования,КО,15000,2-0338КО,2-0338_strКО
1477,МТЧ О1720-О22160-Т18640-Т2-Т3,МТЧ,Техническое обслуживание 1,О1,720,2-0339О1,2-0339_strО1
1478,МТЧ О1720-О22160-Т18640-Т2-Т3,МТЧ,Техническое обслуживание 2,О2,2160,2-0339О2,2-0339_strО2
1479,МТЧ О1720-О22160-Т18640-Т2-Т3,МТЧ,Текущий ремонт 1,Т1,8640,2-0339Т1,2-0339_strТ1
1480,МТЧ О1720-О22160-Т18640-Т2-Т3,МТЧ,Текущий ремонт 2,Т2,17280,2-0339Т2,2-0339_strТ2
1481,МТЧ О1720-О22160-Т18640-Т2-Т3,МТЧ,Текущий ремонт 3,Т3,51840,2-0339Т3,2-0339_strТ3
1482,МТЧ C150,МТЧ,Техническое обслуживание,ТО,144,2-0340ТО,2-0340_strТО
1483,МТЧ C150,МТЧ,Текущий ремонт 1,Т1,288,2-0340Т1,2-0340_strТ1
1484,МТЧ C150,МТЧ,Текущий ремонт 2,Т2,576,2-0340Т2,2-0340_strТ2
1485,МТЧ C150,МТЧ,Текущий ремонт 3,Т3,2304,2-0340Т3,2-0340_strТ3
1486,МТЧ C150,МТЧ,Текущий ремонт 4,Т4,4608,2-0340Т4,2-0340_strТ4
1487,МТЧ C150,МТЧ,Текущий ремонт 5,Т5,9216,2-0340Т5,2-0340_strТ5
1488,МТЧ C150,МТЧ,Текущий ремонт 6,Т6,18432,2-0340Т6,2-0340_strТ6
1489,МТЧ ТО720-Т11440-Т24320-Т3-Т4,МТЧ,Техническое обслуживание,ТО,720,2-0341ТО,2-0341_strТО
1490,МТЧ ТО720-Т11440-Т24320-Т3-Т4,МТЧ,Текущий ремонт 1,Т1,1440,2-0341Т1,2-0341_strТ1
1491,МТЧ ТО720-Т11440-Т24320-Т3-Т4,МТЧ,Текущий ремонт 2,Т2,4320,2-0341Т2,2-0341_strТ2
1492,МТЧ ТО720-Т11440-Т24320-Т3-Т4,МТЧ,Текущий ремонт 3,Т3,8640,2-0341Т3,2-0341_strТ3
1493,МТЧ ТО720-Т11440-Т24320-Т3-Т4,МТЧ,Текущий ремонт 4,Т4,17280,2-0341Т4,2-0341_strТ4
1494,МТЧ MNK/F25/25/160,МТЧ,Техническое обслуживание,ТО,720,2-0342ТО,2-0342_strТО
1495,МТЧ MNK/F25/25/160,МТЧ,Текущий ремонт 1,Т1,4320,2-0342Т1,2-0342_strТ1
1496,МТЧ MNK/F25/25/160,МТЧ,Текущий ремонт 2,Т2,8640,2-0342Т2,2-0342_strТ2
1497,МТЧ MNK/F25/25/160,МТЧ,Текущий ремонт 3,Т3,17280,2-0342Т3,2-0342_strТ3
1498,МТЧ ТО720-Т18640-Т217280,МТЧ,Техническое обслуживание,ТО,720,2-0343ТО,2-0343_strТО
1499,МТЧ ТО720-Т18640-Т217280,МТЧ,Текущий ремонт 1,Т1,8640,2-0343Т1,2-0343_strТ1
1500,МТЧ ТО720-Т18640-Т217280,МТЧ,Текущий ремонт 2,Т2,17280,2-0343Т2,2-0343_strТ2
1501,МТЧ ТО720-ТР8640,МТЧ,Техническое обслуживание,ТО,720,2-0344ТО,2-0344_strТО
1502,МТЧ ТО720-ТР8640,МТЧ,Текущий ремонт,ТР,8640,2-0344ТР,2-0344_strТР
1503,МТЧ ТО720-Т18640-Т225920,МТЧ,Техническое обслуживание,ТО,720,2-0345ТО,2-0345_strТО
1504,МТЧ ТО720-Т18640-Т225920,МТЧ,Текущий ремонт 1,Т1,8640,2-0345Т1,2-0345_strТ1
1505,МТЧ ТО720-Т18640-Т225920,МТЧ,Текущий ремонт 2,Т2,25920,2-0345Т2,2-0345_strТ2
1506,МТЧ ТО2700-ТР5400,МТЧ,Техническое обслуживание,ТО,2700,2-0346ТО,2-0346_strТО
1507,МТЧ ТО2700-ТР5400,МТЧ,Текущий ремонт,ТР,5400,2-0346ТР,2-0346_strТР
1508,МТЧ ТО4320-ТР17280,МТЧ,Техническое обслуживание,ТО,4320,2-0347ТО,2-0347_strТО
1509,МТЧ ТО4320-ТР17280,МТЧ,Текущий ремонт,ТР,17280,2-0347ТР,2-0347_strТР
1510,МТЧ ТО2160-Т14320-Т28640-Т3-Т4,МТЧ,Техническое обслуживание,ТО,2160,2-0348ТО,2-0348_strТО
1511,МТЧ ТО2160-Т14320-Т28640-Т3-Т4,МТЧ,Текущий ремонт 1,Т1,4320,2-0348Т1,2-0348_strТ1
1512,МТЧ ТО2160-Т14320-Т28640-Т3-Т4,МТЧ,Текущий ремонт 2,Т2,8640,2-0348Т2,2-0348_strТ2
1513,МТЧ ТО2160-Т14320-Т28640-Т3-Т4,МТЧ,Текущий ремонт 3,Т3,17280,2-0348Т3,2-0348_strТ3
1514,МТЧ ТО2160-Т14320-Т28640-Т3-Т4,МТЧ,Текущий ремонт 4,Т4,34560,2-0348Т4,2-0348_strТ4
1515,МТЧ ТО720-Т11440-Т28640,МТЧ,Техническое обслуживание,ТО,720,2-0349ТО,2-0349_strТО
1516,МТЧ ТО720-Т11440-Т28640,МТЧ,Текущий ремонт 1,Т1,1440,2-0349Т1,2-0349_strТ1
1517,МТЧ ТО720-Т11440-Т28640,МТЧ,Текущий ремонт 2,Т2,8640,2-0349Т2,2-0349_strТ2
1518,МТЧ ТО1440-Т14320-Т28640,МТЧ,Техническое обслуживание,ТО,1440,2-0350ТО,2-0350_strТО
1519,МТЧ ТО1440-Т14320-Т28640,МТЧ,Текущий ремонт 1,Т1,4320,2-0350Т1,2-0350_strТ1
1520,МТЧ ТО1440-Т14320-Т28640,МТЧ,Текущий ремонт 2,Т2,8640,2-0350Т2,2-0350_strТ2
1521,МТЧ ТО1800-ТР5400,МТЧ,Техническое обслуживание,ТО,1800,2-0351ТО,2-0351_strТО
1522,МТЧ ТО1800-ТР5400,МТЧ,Текущий ремонт,ТР,5400,2-0351ТР,2-0351_strТР
1523,МТЧ slurryMAX 6x6-17,МТЧ,Техническое обслуживание,ТО,2160,2-0352ТО,2-0352_strТО
1524,МТЧ slurryMAX 6x6-17,МТЧ,Текущий ремонт 1,Т1,4320,2-0352Т1,2-0352_strТ1
1525,МТЧ slurryMAX 6x6-17,МТЧ,Текущий ремонт 2,Т2,8640,2-0352Т2,2-0352_strТ2
1526,МТЧ slurryMAX 6x6-17,МТЧ,Текущий ремонт 3,Т3,17280,2-0352Т3,2-0352_strТ3
1527,МТЧ vMax 2/2-10 1500,МТЧ,Техническое обслуживание,ТО,4320,2-0353ТО,2-0353_strТО
1528,МТЧ vMax 2/2-10 1500,МТЧ,Текущий ремонт 1,Т1,8640,2-0353Т1,2-0353_strТ1
1529,МТЧ vMax 2/2-10 1500,МТЧ,Текущий ремонт 2,Т2,17280,2-0353Т2,2-0353_strТ2
1530,МТЧ vMax 2/2-10 1500,МТЧ,Текущий ремонт 3,Т3,34560,2-0353Т3,2-0353_strТ3
1531,МТЧ ТО1500-ТР3000,МТЧ,Техническое обслуживание,ТО,1500,2-0354ТО,2-0354_strТО
1532,МТЧ ТО1500-ТР3000,МТЧ,Текущий ремонт,ТР,3000,2-0354ТР,2-0354_strТР
1533,МТЧ 20-3140-KEE,МТЧ,Техническое обслуживание,ТО,720,2-0355ТО,2-0355_strТО
1534,МТЧ 20-3140-KEE,МТЧ,Текущий ремонт 1,Т1,2160,2-0355Т1,2-0355_strТ1
1535,МТЧ 20-3140-KEE,МТЧ,Текущий ремонт 2,Т2,4320,2-0355Т2,2-0355_strТ2
1536,МТЧ 20-3140-KEE,МТЧ,Текущий ремонт 3,Т3,8640,2-0355Т3,2-0355_strТ3
1537,МТЧ 20-3140-KEE,МТЧ,Текущий ремонт 4,Т4,17280,2-0355Т4,2-0355_strТ4
1538,МТЧ 20-3140-KEE,МТЧ,Текущий ремонт 5,Т5,34560,2-0355Т5,2-0355_strТ5
1539,МТЧ HM75 FHC-S C4 TRB,МТЧ,Техническое обслуживание,ТО,600,2-0356ТО,2-0356_strТО
1540,МТЧ HM75 FHC-S C4 TRB,МТЧ,Текущий ремонт 1,Т1,1200,2-0356Т1,2-0356_strТ1
1541,МТЧ HM75 FHC-S C4 TRB,МТЧ,Текущий ремонт 2,Т2,3600,2-0356Т2,2-0356_strТ2
1542,МТЧ HM75 FHC-S C4 TRB,МТЧ,Текущий ремонт 3,Т3,14400,2-0356Т3,2-0356_strТ3
1543,МТЧ ТО300-Т11200-Т23600-Т3-Т4,МТЧ,Техническое обслуживание,ТО,300,2-0357ТО,2-0357_strТО
1544,МТЧ ТО300-Т11200-Т23600-Т3-Т4,МТЧ,Текущий ремонт 1,Т1,1200,2-0357Т1,2-0357_strТ1
1545,МТЧ ТО300-Т11200-Т23600-Т3-Т4,МТЧ,Текущий ремонт 2,Т2,3600,2-0357Т2,2-0357_strТ2
1546,МТЧ ТО300-Т11200-Т23600-Т3-Т4,МТЧ,Текущий ремонт 3,Т3,7200,2-0357Т3,2-0357_strТ3
1547,МТЧ ТО300-Т11200-Т23600-Т3-Т4,МТЧ,Текущий ремонт 4,Т4,14400,2-0357Т4,2-0357_strТ4
1548,МТЧ HP300,МТЧ,Техническое обслуживание,ТО,200,2-0358ТО,2-0358_strТО
1549,МТЧ HP300,МТЧ,Текущий ремонт 1,Т1,400,2-0358Т1,2-0358_strТ1
1550,МТЧ HP300,МТЧ,Текущий ремонт 2,Т2,2000,2-0358Т2,2-0358_strТ2
1551,МТЧ HP300,МТЧ,Текущий ремонт 3,Т3,4000,2-0358Т3,2-0358_strТ3
1552,МТЧ HP300,МТЧ,Текущий ремонт 4,Т4,8000,2-0358Т4,2-0358_strТ4
1553,МТЧ HP300,МТЧ,Текущий ремонт 5,Т5,12000,2-0358Т5,2-0358_strТ5
1554,МТЧ HP300,МТЧ,Текущий ремонт 6,Т6,16000,2-0358Т6,2-0358_strТ6
1555,МТЧ HP300,МТЧ,Капитальный ремонт,КР,32000,2-0358КР,2-0358_strКР
1556,МТЧ О1720-О21440-ТР17280,МТЧ,Техническое обслуживание 1,О1,720,2-0359О1,2-0359_strО1
1557,МТЧ О1720-О21440-ТР17280,МТЧ,Техническое обслуживание 2,О2,1440,2-0359О2,2-0359_strО2
1558,МТЧ О1720-О21440-ТР17280,МТЧ,Текущий ремонт,ТР,17280,2-0359ТР,2-0359_strТР
1559,МТЧ WK-20,МТЧ,Техническое обслуживание 1,О1,250,2-0360О1,2-0360_strО1
1560,МТЧ WK-20,МТЧ,Техническое обслуживание 2,О2,500,2-0360О2,2-0360_strО2
1561,МТЧ WK-20,МТЧ,Техническое обслуживание 3,О3,1000,2-0360О3,2-0360_strО3
1562,МТЧ WK-20,МТЧ,Техническое обслуживание 4,О4,2000,2-0360О4,2-0360_strО4
1563,МТЧ WK-20,МТЧ,Техническое обслуживание 5,О5,3000,2-0360О5,2-0360_strО5
1564,МТЧ WK-20,МТЧ,Техническое обслуживание 6,О6,4000,2-0360О6,2-0360_strО6
1565,МТЧ WK-20,МТЧ,Капитальный ремонт,КР,35000,2-0360КР,2-0360_strКР
1566,МТЧ РО4000-Р28000,МТЧ,ТР1 рабочего оборудования,РО,4000,2-0361РО,2-0361_strРО
1567,МТЧ РО4000-Р28000,МТЧ,ТР2 рабочего оборудования,Р2,8000,2-0361Р2,2-0361_strР2
1568,МТЧ 8510000,МТЧ,ТР ходовой части,85,10000,2-036285,2-0362_str85
1569,МТЧ ЗК20000,МТЧ,Замена коробки передач,ЗК,20000,2-0363ЗК,2-0363_strЗК
1570,МТЧ ЭКГ-10,МТЧ,Техническое обслуживание 1,О1,500,2-0364О1,2-0364_strО1
1571,МТЧ ЭКГ-10,МТЧ,Техническое обслуживание 2,О2,2000,2-0364О2,2-0364_strО2
1572,МТЧ ЭКГ-10,МТЧ,Техническое обслуживание 3,О3,4000,2-0364О3,2-0364_strО3
1573,МТЧ ЭКГ-10,МТЧ,Капитальный ремонт,КР,35000,2-0364КР,2-0364_strКР
1574,МТЧ 748000,МТЧ,ТР ковша,74,8000,2-036574,2-0365_str74
1575,МТЧ 709600(9600)-ЗД20000,МТЧ,ТР двигателя,70,9600,2-036670,2-0366_str70
1576,МТЧ 709600(9600)-ЗД20000,МТЧ,Замена двигателя,ЗД,20000,2-0366ЗД,2-0366_strЗД
1577,МТЧ 8225000(9600)-3225000,МТЧ,ТР трансмиссии,82,25000,2-036782,2-0367_str82
1578,МТЧ 8225000(9600)-3225000,МТЧ,КР трансмиссии,32,25000,2-036732,2-0367_str32
1579,МТЧ 348000,МТЧ,КР ходовой части,34,8000,2-036834,2-0368_str34
1580,МТЧ 8214000(14000)-ЗК20000,МТЧ,ТР трансмиссии,82,14000,2-036982,2-0369_str82
1581,МТЧ 8214000(14000)-ЗК20000,МТЧ,Замена коробки передач,ЗК,20000,2-0369ЗК,2-0369_strЗК
1582,МТЧ WA500-3,МТЧ,ТР гидросистемы,69,9600,2-037069,2-0370_str69
1583,МТЧ WA500-3,МТЧ,ТР двигателя,70,9600,2-037070,2-0370_str70
1584,МТЧ WA500-3,МТЧ,Замена двигателя,ЗД,20000,2-0370ЗД,2-0370_strЗД
1585,МТЧ WA500-3,МТЧ,КР гидросистемы,7,19200,2-037007,2-0370_str7
